last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Allen,Thomas,H.,,Tom,,4/16/1945,M,rep,ME,1,,Democrat,http://tomallen.house.gov,,,,,,,,,A000357,1461,N00000469,,H6ME01157,,400007,380,,,29728,Tom Allen
Baker,Richard,Hugh,,,,5/22/1948,M,rep,LA,6,,Republican,http://baker.house.gov,,,,,,,,,B000072,47,N00005407,,H6LA06083,,400012,26882,,,15401,Richard Baker (U.S. politician)
Boyda,Nancy,E.,,,,8/2/1955,F,rep,KS,2,,Democrat,http://boyda.house.gov,,,,,,,,,B001258,1852,N00026434,,H4KS02107,,412210,34790,,,20721,Nancy Boyda
Byrd,Robert,C.,,,,11/20/1917,M,sen,WV,,1,Democrat,http://byrd.senate.gov,,,,,,,,,B001210,1299,N00002200,S017,S6WV00014,,300016,53359,,,1366,Robert Byrd
Cannon,Christopher,B.,,Chris,,10/20/1950,M,rep,UT,3,,Republican,http://chriscannon.house.gov,,,,,,,,,C000116,1470,N00006349,,H6UT03042,,400059,393,,,29766,Chris Cannon
Carson,Julia,M.,,,,7/8/1938,F,rep,IN,7,,Democrat,http://juliacarson.house.gov,,,,,,,,,C000191,1473,N00003758,,H6IN10141,,400067,359,,,29720,Julia Carson
Clinton,Hillary,Rodham,,,,10/26/1947,F,sen,NY,,1,Democrat,http://clinton.senate.gov,,,,,,,,,C001041,1631,N00000019,S278,S0NY00188,,300022,55463,Hillary Clinton,,40105,Hillary Clinton
Cramer,Robert,E.,Jr.,Bud,,8/22/1947,M,rep,AL,5,,Democrat,http://cramer.house.gov,,,,,,,,,C000868,247,N00003042,,H0AL05049,,400084,26714,,,29100,Robert E. Cramer
Cubin,Barbara,L.,,,,11/30/1946,F,rep,WY,0,,Republican,http://www.house.gov/cubin,,,,,,,,,C000962,254,N00006242,,H4WY00055,,400088,22044,,,29584,Barbara Cubin
Davis,David,,,,,11/6/1959,M,rep,TN,1,,Republican,http://daviddavis.house.gov,,,,,,,,,D000606,1877,N00008758,,H6TN01313,,412235,753,,,20747,David Davis (U.S. politician)
Davis,Jo Ann,S.,,,,6/29/1950,F,rep,VA,1,,Republican,http://joanndavis.house.gov,,,,,,,,,D000597,1672,N00013078,,H0VA01052,,400095,24970,,,20141,Jo Ann Davis
Davis,Thomas,M.,III,Tom,,1/5/1949,M,rep,VA,11,,Republican,http://tomdavis.house.gov,,,,,,,,,D000136,274,N00002045,,H4VA11020,,400098,21935,,,29576,Thomas M. Davis
Doolittle,John,T.,,,,10/30/1950,M,rep,CA,4,,Republican,http://doolittle.house.gov,,,,,,,,,D000429,307,N00007556,,H0CA14042,,400113,26743,,,29104,John Doolittle
Drake,Thelma,D.,,,,11/20/1949,F,rep,VA,2,,Republican,http://drake.house.gov,,,,,,,,,D000605,1808,N00027281,,H4VA02037,,400658,8231,,,20534,Thelma Drake
Emanuel,Rahm,,,,,11/29/1959,M,rep,IL,5,,Democrat,http://www.house.gov/emanuel,,,,,,,,,E000287,1725,N00024813,,H2IL05092,26079,400120,33530,,,20323,Rahm Emanuel
English,Philip,,,Phil,,6/20/1956,M,rep,PA,3,,Republican,http://www.house.gov/english,,,,,,,,,E000187,347,N00001427,,H4PA21051,,400123,21865,,,29563,Phil English
Ensign,John,Eric,,,,3/25/1958,M,sen,NV,,1,Republican,http://ensign.senate.gov,119 RUSSELL SENATE OFFICE BUILDING WASHINGTON DC 20510,,,,,,,,E000194,348,N00006619,S281,S8NV00073,37076,300040,22139,,,29537,John Ensign
Everett,Terry,,,,,2/15/1937,M,rep,AL,2,,Republican,http://www.everett.house.gov,,,,,,,,,E000268,364,N00003083,,H2AL02067,,400127,26711,,,29300,Terry Everett
Feeney,Tom,C.,,,,5/21/1958,M,rep,FL,24,,Republican,http://www.house.gov/feeney,,,,,,,,,F000447,1716,N00024851,,H2FL00250,,400131,12856,,,20315,Tom Feeney
Ferguson,Michael,,,Mike,,6/22/1970,M,rep,NJ,7,,Republican,http://www.house.gov/ferguson,,,,,,,,,F000443,1659,N00000766,,H8NJ06118,,400132,22521,,,20127,Mike Ferguson (New Jersey politician)
Fortuño,Luis,G.,,,,10/31/1960,M,rep,PR,0,,Republican,http://www.house.gov/fortuno,,,,,,,,,F000452,1800,N00026264,,H4PR00079,,400662,47567,,,,Luis Fortuño
Fossella,Vito,J.,Jr.,,,3/9/1965,M,rep,NY,13,,Republican,http://www.house.gov/fossella,,,,,,,,,F000440,1484,N00000983,,H8NY13028,,400139,16455,,,29773,Vito Fossella
Gilchrest,Wayne,T.,,,,4/15/1946,M,rep,MD,1,,Republican,http://www.house.gov/gilchrest,,,,,,,,,G000180,438,N00002012,,H8MD01037,,400149,26886,,,29122,Wayne Gilchrest
Gillmor,Paul,E.,,,,2/1/1939,M,rep,OH,5,,Republican,http://gillmor.house.gov,,,,,,,,,G000210,439,N00003660,,H8OH05044,,400150,0,,,15604,Paul Gillmor
Goode,Virgil,H.,Jr.,,,10/17/1946,M,rep,VA,5,,Republican,http://www.house.gov/goode ,,,,,,,,,G000280,1486,N00002167,,H6VA05068,,400153,527,,,89767,Virgil Goode
Hastert,J.,Dennis,,Denny,,1/2/1942,M,rep,IL,14,,Republican,http://www.house.gov/hastert,,,,,,,,,H000323,510,N00004781,,H6IL14095,,400169,26842,,,15417,Dennis Hastert
Hayes,Robin,C.,,,,8/14/1945,M,rep,NC,8,,Republican,http://hayes.house.gov,,,,,,,,,H001029,1600,N00002315,,H8NC08042,,400172,1641,,,29929,Robin Hayes
Hobson,David,Lee,,Dave,,10/17/1936,M,rep,OH,7,,Republican,http://www.house.gov/hobson,,,,,,,,,H000666,545,N00003725,,H0OH07021,,400180,27014,,,29136,Dave Hobson
Hooley,Darlene,,,,,4/4/1939,F,rep,OR,5,,Democrat,http://www.house.gov/hooley,,,,,,,,,H000762,1491,N00007700,,H6OR05069,,400186,429,,,29750,Darlene Hooley
Hulshof,Kenny,C.,,,,5/22/1958,M,rep,MO,9,,Republican,http://hulshof.house.gov,,,,,,,,,H000948,1492,N00008032,,H4MO09046,,400190,423,,,29737,Kenny Hulshof
Hunter,Duncan,L.,,,,5/31/1948,M,rep,CA,52,,Republican,http://www.house.gov/hunter,,,,,,,,,H000981,575,N00006983,,H2CA42023,,400191,26776,,,14835,Duncan Hunter
Jefferson,William,J.,,,,3/14/1947,M,rep,LA,2,,Democrat,http://www.house.gov/jefferson,,,,,,,,,J000070,592,N00005353,,H0LA02119,,400201,,,,29120,William J. Jefferson
Jindal,Bobby,,,,,6/10/1971,M,rep,LA,1,,Republican,http://www.house.gov/jindal,,,,,,,,,J000287,1785,N00026786,,H4LA00016,,400634,35481,,,20512,Bobby Jindal
Jones,Stephanie,Tubbs,,,,9/10/1949,F,rep,OH,11,,Democrat,http://www.house.gov/tubbsjones,,,,,,,,,J000284,1581,N00003561,,H8OH11067,,400208,23325,,,29930,Stephanie Tubbs Jones
Keller,Ric,,,,,9/5/1964,M,rep,FL,8,,Republican,http://www.house.gov/keller/Frset.htm,,,,,,,,,K000361,1644,N00009614,,H0FL08042,,400212,30865,,,20112,Ric Keller
Kennedy,Edward,M.,,Ted,,2/22/1932,M,sen,MA,,1,Democrat,http://kennedy.senate.gov/,,,,,,,,,K000105,1377,N00000308,S055,S6MA00015,,300059,53305,,,10808,Ted Kennedy
Knollenberg,Joseph,K.,,Joe,,11/28/1933,M,rep,MI,9,,Republican,http://www.house.gov/knollenberg,,,,,,,,,K000288,642,N00004045,,H2MI11042,,400225,26919,,,29365,Joe Knollenberg
Kuhl,John,R.,Jr.,Randy,,4/19/1943,M,rep,NY,29,,Republican,http://www.house.gov/kuhl ,,,,,,,,,K000364,1795,N00026087,,H4NY29080,,400642,4233,,,20520,Randy Kuhl
LaHood,Ray,H.,,,,12/6/1945,M,rep,IL,18,,Republican,http://www.house.gov/lahood,,,,,,,,,L000552,659,N00004933,,H4IL18059,26394,400228,21699,,,29517,Ray LaHood
Lampson,Nicholas,V.,,Nick,,2/14/1945,M,rep,TX,22,,Democrat,http://lampson.house.gov,,,,,,,,,L000043,1500,N00005928,,H6TX09033,,400229,285,,,29761,Nick Lampson
Lantos,Tom,,,,,2/1/1928,M,rep,CA,12,,Democrat,http://lantos.house.gov,,,,,,,,,L000090,663,N00007382,,H0CA11022,,400231,26739,,,14837,Tom Lantos
Lewis,Ron,,,,,9/14/1946,M,rep,KY,2,,Republican,http://www.house.gov/ronlewis,,,,,,,,,L000293,689,N00003476,,H4KY02030,,400241,26872,,,29352,Ron Lewis
Lott,Trent,,,,,10/9/1941,M,sen,MS,,1,Republican,http://lott.senate.gov/,,,,,,,,,L000447,707,N00003329,S203,S8MS00162,1886,300069,53311,,,14031,Trent Lott
Mahoney,Tim,,,,,8/15/1956,M,rep,FL,16,,Democrat,http://mahoney.house.gov,,,,,,,,,M001164,1841,N00027804,,H6FL16059,,412197,68195,,,20710,Tim Mahoney
McCrery,James,O.,III,Jim,,9/18/1949,M,rep,LA,4,,Republican,http://mccrery.house.gov,,,,,,,,,M000388,763,N00005414,,H8LA04134,,400261,26881,,,15451,Jim McCrery
McNulty,Michael,R.,,,,9/16/1947,M,rep,NY,21,,Democrat,http://www.house.gov/mcnulty,,,,,,,,,M000590,785,N00001214,,H8NY23084,,400268,26987,,,15614,Michael R. McNulty
Meehan,Martin,T.,,Marty,,12/30/1956,M,rep,MA,5,,Democrat,http://www.house.gov/meehan,,,,,,,,,M000627,788,N00000205,,H2MA05054,,400269,,,,29358,Marty Meehan
Millender-McDonald,Juanita,,,,,9/7/1938,F,rep,CA,37,,Democrat,http://millender-mcdonald.house.gov,,,,,,,,,M000714,805,N00006811,,H6CA37222,,400275,,,,29586,Juanita Millender-McDonald
Musgrave,Marilyn,N.,,,,1/27/1949,F,rep,CO,4,,Republican,http://musgrave.house.gov,,,,,,,,,M001152,1711,N00025054,,H2CO04045,,400287,2703,,,20311,Marilyn Musgrave
Norwood,Charles,W.,Jr.,Charlie,,7/27/1941,M,rep,GA,10,,Republican,http://www.house.gov/norwood,,,,,,,,,N000159,869,N00002630,,H4GA10022,,400296,,,,29513,Charlie Norwood
Peterson,John,E.,,,,12/25/1938,M,rep,PA,5,,Republican,http://www.house.gov/johnpeterson,,,,,,,,,P000263,1512,N00001422,,H6PA05091,,400317,251,,,29751,John E. Peterson
Pickering,Charles,W.,Jr.,Chip,,8/10/1963,M,rep,MS,3,,Republican,http://www.house.gov/pickering,,,,,,,,,P000323,1513,N00003341,,H6MS03046,,400319,279,,,29734,Chip Pickering
Porter,Jon,Christopher,Sr.,,,5/16/1955,M,rep,NV,3,,Republican,http://www.house.gov/porter,,,,,,,,,P000589,1739,N00012560,,H0NV01078,,400324,2612,,,20334,Jon Porter
Pryce,Deborah,D.,,,,7/29/1951,F,rep,OH,15,,Republican,http://www.house.gov/pryce,,,,,,,,,P000555,933,N00003504,,H2OH15046,,400327,27020,,,29390,Deborah Pryce
Ramstad,James,M.,,Jim,,5/6/1946,M,rep,MN,3,,Republican,http://www.house.gov/ramstad,,,,,,,,,R000033,942,N00004484,,H0MN00013,,400332,26921,,,29126,Jim Ramstad
Regula,Ralph,,,,,12/3/1924,M,rep,OH,16,,Republican,http://wwwc.house.gov/regula,,,,,,,,,R000141,951,N00003651,,H6OH16029,,400334,27021,,,14045,Ralph Regula
Renzi,Rick,,,,,6/11/1958,M,rep,AZ,1,,Republican,http://www.house.gov/renzi,,,,,,,,,R000574,1706,N00024931,,H2AZ01172,,400336,28172,,,20303,Rick Renzi
Reynolds,Thomas,M.,,,,9/3/1950,M,rep,NY,26,,Republican,http://reynolds.house.gov,,,,,,,,,R000569,1587,N00001295,,H8NY27077,,400338,4384,,,29928,Thomas M. Reynolds
Sali,Bill,,,,,2/17/1954,M,rep,ID,1,,Republican,http://sali.house.gov,,,,,,,,,S001167,1847,N00027644,,H6ID01177,,412201,2916,,,20714,Bill Sali
Saxton,H.,James,,Jim,,1/22/1943,M,rep,NJ,3,,Republican,http://www.house.gov/saxton,,,,,,,,,S000097,1023,N00000834,,H4NJ13022,,400359,26953,,,15112,Jim Saxton
Shays,Christopher,H.,,,,10/18/1945,M,rep,CT,4,,Republican,http://www.house.gov/shays,,,,,,,,,S001144,1048,N00000652,,H8CT04057,,400370,26789,,,15449,Chris Shays
Tancredo,Thomas,G.,,Tom,,12/20/1945,M,rep,CO,6,,Republican,http://tancredo.house.gov,,,,,,,,,T000458,1592,N00006103,,H8CO06054,,400394,17030,,,29907,Tom Tancredo
Thomas,Craig,,,,,2/17/1933,M,sen,WY,,1,Republican,http://thomas.senate.gov/,,,,,,,,,T000162,1149,N00006246,S246,"S4WY00055,H8WY00106",,300097,,,,15633,Craig L. Thomas
Walsh,James,T.,,Jim,,6/19/1947,M,rep,NY,25,,Republican,http://www.house.gov/walsh,,,,,,,,,W000099,1197,N00001261,,H8NY27036,,400420,26990,,,15630,James T. Walsh
Weldon,David,J.,Jr.,Dave,,8/31/1953,M,rep,FL,15,,Republican,http://weldon.house.gov,,,,,,,,,W000267,1215,N00002807,,H4FL15114,,400427,22159,,,29509,Dave Weldon
Weller,Gerald,C.,,Jerry,,7/7/1957,M,rep,IL,11,,Republican,http://www.house.gov/weller,,,,,,,,,W000273,1216,N00004745,,H4IL11096,,400429,21696,,,29516,Jerry Weller
Wilson,Heather,A.,,,,12/30/1960,F,rep,NM,1,,Republican,http://wilson.house.gov,,,,,,,,,W000789,1539,N00006546,,H8NM01174,,400434,22687,,,29779,Heather Wilson
Wynn,Albert,Russell,,,,9/10/1951,M,rep,MD,4,,Democrat,http://www.house.gov/wynn,,,,,,,,,W000784,1251,N00001849,,H2MD05361,,400438,26889,,,29355,Albert Wynn
Cazayoux,Donald,J.,Jr.,,,1/17/1964,M,rep,LA,6,,Democrat,http://cazayoux.house.gov/,,,,,,,,,C001073,1891,N00029680,,H8LA06022,,412260,35272,,,20760,Don Cazayoux
Abercrombie,Neil,,,,,6/26/1938,M,rep,HI,1,,Democrat,http://www.house.gov/abercrombie,,,,,,,,,A000014,2,N00007665,,H6HI01121,,400001,26827,,,15245,Neil Abercrombie
Adler,John,H.,,,,8/23/1959,M,rep,NJ,3,,Democrat,http://adler.house.gov,,,,,,,,,A000364,1935,N00000812,,H8NJ03156,1030767,412264,4171,,,20928,John Adler
Arcuri,Michael,A.,,,,6/11/1959,M,rep,NY,24,,Democrat,http://arcuri.house.gov,,,,,,,,,A000363,1867,N00027890,,H6NY24128,1021495,412224,67657,,,20736,Mike Arcuri
Baird,Brian,N.,,,,3/7/1956,M,rep,WA,3,,Democrat,http://www.baird.house.gov,,,,,,,,,B001229,1557,N00007936,,H6WA03135,45981,400011,837,,,29938,Brian Baird
Barrett,James,Gresham,,J. Gresham,,2/14/1961,M,rep,SC,3,,Republican,http://www.house.gov/barrett,,,,,,,,,B001239,1745,N00013837,,H2SC03057,1003613,400016,14577,,,20347,Gresham Barrett
Bean,Melissa,L.,,,,1/22/1962,F,rep,IL,8,,Democrat,http://www.house.gov/bean,,,,,,,,,B001253,1782,N00024875,,H2IL08088,,400631,33448,,,20509,Melissa Bean
Berry,Robert,Marion,,Marion,,8/27/1942,M,rep,AR,1,,Democrat,http://www.house.gov/berry/,,,,,,,,,B000420,1462,N00005455,,H6AR01072,45115,400026,430,,,29702,Robert Marion Berry
Biden,Joseph,R.,Jr.,,,11/20/1942,M,sen,DE,,2,Democrat,http://biden.senate.gov,,,,,,,,,B000444,1284,N00001669,S010,S8DE00012,34,300008,53279,,,14101,Joe Biden
Boccieri,John,A.,,,,10/5/1969,M,rep,OH,16,,Democrat,http://boccieri.house.gov,,,,,,,,,B001263,1949,N00029161,,H8OH16058,1028316,412266,45694,,,20943,John Boccieri
Boucher,Frederick,C.,,Rick,,8/1/1946,M,rep,VA,9,,Democrat,http://www.boucher.house.gov,,,,,,,,,B000657,113,N00002171,,H2VA09010,6736,400043,27119,,,15010,Rick Boucher
Boyd,Allen,,Jr.,,,6/6/1945,M,rep,FL,2,,Democrat,http://boyd.house.gov,,,,,,,,,B000716,1467,N00002743,,H6FL00046,46164,400044,729,,,29713,Allen Boyd
Bright,Bobby,,,,,7/21/1952,M,rep,AL,2,,Democrat,http://www.bright.house.gov,,,,,,,,,B001264,1905,N00029838,,H8AL02130,87180,412267,104839,,,20900,Bobby Bright
Brown,Henry,E.,Jr.,,,12/20/1935,M,rep,SC,1,,Republican,http://brown.house.gov,,,,,,,,,B001235,1669,N00002428,,H0SC01071,1000221,400049,3993,,,20137,Henry E. Brown Jr.
Brown-Waite,Virginia,,,Ginny,,10/5/1943,F,rep,FL,5,,Republican,http://www.house.gov/brown-waite,,,,,,,,,B001247,1713,N00024777,,H2FL05127,1003557,400051,8077,,,20313,Ginny Brown-Waite
Buyer,Stephen,E.,,Steve,,11/26/1958,M,rep,IN,4,,Republican,http://stevebuyer.house.gov,,,,,,,,,B001203,160,N00003924,,H2IN05025,26475,400056,26854,,,29350,Steve Buyer
Cao,Anh,,,Joseph,,3/13/1967,M,rep,LA,2,,Republican,http://josephcao.house.gov,,,,,,,,,C001079,1923,N00030339,,H8LA02112,1031344,412268,93967,,,20917,Joseph Cao
Carney,Christopher,P.,,,,3/2/1959,M,rep,PA,10,,Democrat,http://carney.house.gov,,,,,,,,,C001065,1876,N00027703,,H6PA10109,1018516,412234,60032,,,20746,Chris Carney
Castle,Michael,N.,,,,7/2/1939,M,rep,DE,0,,Republican,http://www.house.gov/castle,,,,,,,,,C000243,183,N00009775,,H2DE00072,70,400070,26792,,,29327,Mike Castle
Childers,Travis,W.,,,,3/29/1958,M,rep,MS,1,,Democrat,http://www.childers.house.gov/,,,,,,,,,C001074,1893,N00029692,,H8MS01061,1028265,412262,101982,,,20761,Travis Childers
Dahlkemper,Kathleen,A.,,,,12/10/1957,F,rep,PA,3,,Democrat,http://dahlkemper.house.gov,,,,,,,,,D000608,1951,N00029414,,H8PA03084,1030596,412273,102423,,,20945,Kathy Dahlkemper
Davis,Artur,,,,,10/9/1967,M,rep,AL,7,,Democrat,http://www.house.gov/arturdavis,,,,,,,,,D000602,1705,N00009570,,H0AL07060,1002463,400092,27560,,,20302,Artur Davis
Davis,Lincoln,,,,,9/13/1943,M,rep,TN,4,,Democrat,http://www.house.gov/lincolndavis,,,,,,,,,D000599,1747,N00003264,,H4TN06051,1003615,400096,12080,,,20350,Lincoln Davis
Deal,Nathan,,,,,8/25/1942,M,rep,GA,9,,Republican,http://www.house.gov/deal,,,,,,,,,D000168,277,N00002610,,H2GA09036,,400099,26824,,,99342,Nathan Deal
Delahunt,William,D.,,Bill,,7/18/1941,M,rep,MA,10,,Democrat,http://www.house.gov/delahunt,,,,,,,,,D000210,1480,N00000280,,H2MA11060,46620,400102,1017,,,29731,Bill Delahunt
Diaz-Balart,Lincoln,,,,,8/13/1954,M,rep,FL,21,,Republican,http://www.house.gov/diaz-balart,,,,,,,,,D000299,294,N00002872,,H2FL19037,25887,400107,26796,,,29336,Lincoln Díaz-Balart
Driehaus,Steve,,,,,6/24/1966,M,rep,OH,1,,Democrat,http://driehaus.house.gov,,,,,,,,,D000609,1946,N00029211,,H8OH01068,1030610,412274,45110,,,20939,Steve Driehaus
Edwards,Thomas,,,Chet,,11/24/1951,M,rep,TX,17,,Democrat,http://www.house.gov/edwards,,,,,,,,,E000063,335,N00005794,,H8TX06035,20693,400118,27087,,,29144,Chet Edwards
Ehlers,Vernon,J.,,,,2/6/1934,M,rep,MI,3,,Republican,http://www.house.gov/ehlers,,,,,,,,,E000092,339,N00004166,,H4MI03045,,400119,26907,,,29362,Vern Ehlers
Ellsworth,Brad,,,,,9/11/1958,M,rep,IN,8,,Democrat,http://ellsworth.house.gov,,,,,,,,,E000289,1851,N00027575,,H6IN08210,1021550,412206,57497,,,20718,Brad Ellsworth
Etheridge,Bob,R.,,,,8/7/1941,M,rep,NC,2,,Democrat,http://www.house.gov/etheridge,,,,,,,,,E000226,1482,N00002269,,H6NC02080,45577,400125,118,,,29745,Bob Etheridge
Fallin,Mary,,,,,12/9/1954,F,rep,OK,5,,Republican,http://fallin.house.gov,,,,,,,,,F000453,1872,N00027781,,H6OK05160,,412230,1699,,,20742,Mary Fallin
Gordon,Barton,Jennings,,Bart,,1/24/1949,M,rep,TN,6,,Democrat,http://gordon.house.gov,,,,,,,,,G000309,448,N00003126,,H4TN04015,5452,400155,27071,,,15100,Bart Gordon
Griffith,Parker,,,,,8/6/1942,M,rep,AL,5,,Republican,http://griffith.house.gov,,,,,,,,,G000557,1906,N00029917,,H8AL05109,1031339,412277,60357,,,,Parker Griffith
Hall,John,J.,,,,7/23/1948,M,rep,NY,19,,Democrat,http://johnhall.house.gov,,,,,,,,,H001039,1865,N00027888,,H6NY19144,1022042,412222,69119,,,20734,John Hall (New York politician)
Halvorson,Deborah,L.,,,,3/1/1958,F,rep,IL,11,,Democrat,http://halvorson.house.gov,,,,,,,,,H001044,1919,N00029377,,H8IL11113,1031342,412279,9531,Debbie Halvorson,,20913,Debbie Halvorson
Hare,Phil,,,,,2/21/1949,M,rep,IL,17,,Democrat,http://hare.house.gov,,,,,,,,,H001040,1849,N00028234,,H6IL17155,1021566,412204,66451,,,20716,Phil Hare
Herseth Sandlin,Stephanie,,,,,12/3/1970,F,rep,SD,0,,Democrat,http://www.house.gov/herseth,,,,,,,,,H001037,1760,N00024773,,H2SD00092,22061,400443,48367,,,20349,Stephanie Herseth Sandlin
Hill,Baron,P.,,,,6/23/1953,M,rep,IN,9,,Democrat,http://baronhill.house.gov,,,,,,,,,H001030,1578,N00003875,,H8IN09032,12259,400177,18466,,,29914,Baron Hill (politician)
Hodes,Paul,W.,,,,3/21/1951,M,rep,NH,2,,Democrat,http://hodes.house.gov,,,,,,,,,H001043,1862,N00027048,,H4NH02175,1018918,412220,42473,,,20732,Paul Hodes
Hoekstra,Peter,,,Pete,,10/30/1953,M,rep,MI,2,,Republican,http://www.house.gov/hoekstra,,,,,,,,,H000676,547,N00004155,,H2MI02066,26490,400182,26910,,,29361,Pete Hoekstra
Inglis,Bob,,,,,10/11/1959,M,rep,SC,4,,Republican,http://inglis.house.gov,,,,,,,,,I000023,582,N00002460,,H2SC04022,26441,400649,27064,,,39300,Bob Inglis
Kagen,Steve,,,,,12/12/1949,M,rep,WI,8,,Democrat,http://kagen.house.gov,,,,,,,,,K000365,1880,N00027618,,H6WI08122,1021765,412240,66021,,,20751,Steve Kagen
Kanjorski,Paul,E.,,,,4/2/1937,M,rep,PA,11,,Democrat,http://kanjorski.house.gov,,,,,,,,,K000008,615,N00001509,,H0PA11050,5974,400210,27047,,,15104,Paul E. Kanjorski
Kennedy,Patrick,Joseph,,,,7/14/1967,M,rep,RI,1,,Democrat,http://patrickkennedy.house.gov,,,,,,,,,K000113,627,N00000360,,H4RI01034,17987,400215,22207,,,29564,Patrick J. Kennedy
Kilpatrick,Carolyn,Cheeks,,,,6/25/1945,F,rep,MI,13,,Democrat,http://www.house.gov/kilpatrick,,,,,,,,,K000180,1497,N00004005,,H6MI15127,,400217,522,,,29733,Carolyn Cheeks Kilpatrick
Kilroy,Mary Jo,,,,,4/30/1949,F,rep,OH,15,,Democrat,http://kilroy.house.gov,,,,,,,,,K000372,1948,N00027778,,H6OH15104,1021679,412285,95759,,,20942,Mary Jo Kilroy
Klein,Ron,,,,,7/10/1957,M,rep,FL,22,,Democrat,http://klein.house.gov,,,,,,,,,K000366,1842,N00027515,,H6FL22040,55563,412198,24261,,,20711,Ron Klein
Kosmas,Suzanne,M.,,,,2/25/1944,F,rep,FL,24,,Democrat,http://www.kosmas.house.gov,,,,,,,,,K000370,1917,N00029370,,H8FL24026,1030644,412288,12851,,,20911,Suzanne Kosmas
Kratovil,Frank,,Jr.,,,5/29/1968,M,rep,MD,1,,Democrat,http://kratovil.house.gov,,,,,,,,,K000371,1926,N00029146,,H8MD01086,1031346,412289,101875,,,20921,Frank Kratovil
Linder,John,,,,,9/9/1942,M,rep,GA,7,,Republican,http://linder.house.gov,,,,,,,,,L000321,693,N00002599,,H0GA04023,26393,400242,26825,,,29341,John Linder
Markey,Betsy,,,,,4/27/1956,F,rep,CO,4,,Democrat,http://betsymarkey.house.gov,,,,,,,,,M001172,1911,N00029128,,H8CO04067,1030430,412298,106225,,,20905,Betsy Markey
Marshall,James,,,Jim,,3/31/1948,M,rep,GA,8,,Democrat,http://jimmarshall.house.gov,,,,,,,,,M001146,1718,N00009635,,H0GA08032,1003563,400254,31916,,,20317,Jim Marshall (Georgia politician)
Massa,Eric,J. J.,,,,9/16/1959,M,rep,NY,29,,Democrat,http://massa.house.gov,,,,,,,,,M001173,1945,N00027550,,H6NY29168,1018513,412299,69120,,,20937,Eric Massa
McHugh,John,M.,,,,9/29/1948,M,rep,NY,23,,Republican,http://mchugh.house.gov,,,,,,,,,M000472,773,N00001276,,H2NY24036,,400264,26986,,,39316,John M. McHugh
McMahon,Michael,E.,,,,9/12/1957,M,rep,NY,13,,Democrat,http://mcmahon.house.gov,,,,,,,,,M001174,1941,N00030267,,H8NY13077,1031352,412296,44728,,,20933,Michael McMahon
Meek,Kendrick,Brett,,,,9/6/1966,M,rep,FL,17,,Democrat,http://kendrickmeek.house.gov,,,,,,,,,M001148,1715,N00025692,,H2FL17056,,400270,8092,,,20358,Kendrick Meek
Melancon,Charles,J.,,,,10/3/1947,M,rep,LA,3,,Democrat,http://melancon.house.gov,,,,,,,,,M001161,1786,N00026840,,H4LA03028,1011754,400635,35601,,,20513,Charlie Melancon
Minnick,Walter,,,,,9/20/1942,M,rep,ID,1,,Democrat,http://minnick.house.gov,,,,,,,,,M001175,1918,N00006288,,H8ID01090,45757,412300,436,,,20912,Walt Minnick
Mitchell,Harry,E.,,,,7/18/1940,M,rep,AZ,5,,Democrat,http://mitchell.house.gov,,,,,,,,,M001167,1830,N00028162,,H6AZ05067,1021101,412187,16369,,,20700,Harry Mitchell
Mollohan,Alan,B.,,,,5/14/1943,M,rep,WV,1,,Democrat,http://www.house.gov/mollohan,,,,,,,,,M000844,824,N00002214,,H2WV01029,8577,400281,27130,,,15083,Alan Mollohan
Moore,Dennis,,,,,11/8/1945,M,rep,KS,3,,Democrat,http://moore.house.gov,,,,,,,,,M001140,1561,N00005233,,H8KS03049,57965,400282,18662,,,29915,Dennis Moore
Murphy,Patrick,J.,,,,10/19/1973,M,rep,PA,8,,Democrat,http://patrickmurphy.house.gov,,,,,,,,,M001168,1875,N00027594,,H6PA08194,1021384,412233,60031,,,20745,Patrick Murphy (Pennsylvania politician)
Murtha,John,P.,,,,6/17/1932,M,rep,PA,12,,Democrat,http://www.house.gov/murtha,,,,,,,,,M001120,844,N00001408,,H6PA12030,,400286,27048,,,14072,John Murtha
Nye,Glenn,C.,,,,9/9/1974,M,rep,VA,2,,Democrat,http://nye.house.gov,,,,,,,,,N000183,1957,N00029784,,H8VA02046,1031363,412301,109342,,,20950,Glenn Nye
Oberstar,James,L.,,,,9/10/1934,M,rep,MN,8,,Democrat,http://oberstar.house.gov,,,,,,,,,O000006,876,N00001806,,H6MN08047,457,400299,26927,,,14265,Jim Oberstar
Obey,David,Ross,,Dave,,10/3/1938,M,rep,WI,7,,Democrat,http://obey.house.gov,,,,,,,,,O000007,877,N00004394,,H6WI07033,1621,400300,27140,,,12036,Dave Obey
Ortiz,Solomon,P.,,,,6/3/1937,M,rep,TX,27,,Democrat,http://ortiz.house.gov,,,,,,,,,O000107,880,N00005998,,H2TX27026,2070,400302,27106,,,15049,Solomon P. Ortiz
