id,chamber,cid,calendar_year,report_type,liability_spouse_joint_dep,creditor,orgname,ulorg,realcode,source,type_of_liability,liability_loc,liability_date,liability_date_text,liability_term,liability_term2,liability_interest_rate,liability_amount,dupe
A130004697,S,N00005395,13,Y,S,"The National Capital Bank Washington, DC",National Capital Bank,,Y0000,,Mortgage,,",", ,2010,,4.25% (30yrs),5,
A130004698,S,N00005395,13,Y,S,"The National Capital Bank Washington, DC",National Capital Bank,,Y0000,,Mortgage,,",", ,2013,,3.875% (30 yrs),5,
A130004699,S,N00005395,13,Y,S,"The National Capital Bank Washington, DC",National Capital Bank,,Y0000,,Line of Credit,,",", ,2003,,2.75% (15 yrs),4,
A130004700,S,N00009918,13,Y,J,"Wells Fargo Washington, DC",Wells Fargo,,F1100,PAC,Mortgage,,",", ,2012,,3.62% (30),6,m
A130004701,S,N00031696,13,Y, ,"UHEAA Salt Lake City, UT","UHEAA Salt Lake City, UT",,Y0000,,Educational Loan,,",", ,1997,,4.875% (20 years),1,
A130004702,S,N00000699,13,Y, ,"Bayonne Community Bank Bayonne, NJ",Bayonne Community Bank,,Y0000,,Mortgage,,",", ,2005,,6.75% (15 years),3,
A130004703,S,N00029303,13,Y,J,"Unitus Credit Union Portland, OR","Unitus Credit Union Portland, OR",,Y0000,,Home Equity Line of Credit,,",", ,2005,,4%(--),2,m
A130004704,S,N00029303,13,Y,J,"Wells Fargo Los Angeles, CA",Wells Fargo,,F1100,PAC,Mortgage,,",", ,2012,,3% (15),5,m
A130004705,S,N00005282,13,Y,J,"Bank of Hays Hays, KS",Bank of Hays,,Y0000,,Home Equity Line of Credit,,",", ,2012,,5% (10 years),1,m
A130004706,S,N00005282,13,Y,J,"U.S. Bank Home Mortgage Owensboro, KY",US Bank Home Mortgage,,Y0000,,Mortgage,,",", ,2012,,2.875% (10 years),3,m
A130004707,S,N00026050,13,Y,J,"Wells Fargo Anchorage, AK",Wells Fargo,,F1100,PAC,Mortgage,,",", ,2011,,3.75% (15 years),4,
A130004708,S,N00027566,13,Y,J,"PHH Mt Laurel, NJ","PHH Mt Laurel, NJ",,Y0000,,Mortgage,,",", ,2010,,5.25% (30 years),5,m
A130004709,S,N00027566,13,Y, ,"Sallie Mae willmington, De",Sallie Mae,,Y0000,,Educational Loan,,",", ,1998,,5.12% (30),2,
Z130020584,H,N00002073,13,O, ,Wells Fargo Mortgage Co,Wells Fargo Home Mortgage,,Y0000,,Mortgage,,",", ,Jun-12,,,F ,m
Z130020585,H,N00029273,13,O, ,Better Banks Illinois,Better Banks,,Y0000,,Mortgage for Old Orchard,,",", ,Dec-10,,,F ,
Z120430919,H,N00004029,12,A, ,Neiman Marcus/HSBc,Neiman Marcus/HSBC,,Y0000,,Charge Account,,",", ,Dec-10,,,C ,
Z120430920,H,N00006690,12,A, ,,,,Y0000,,Mortgage,,",09/17/2004,",,,,  ,m,
Z120430921,H,N00006690,12,A, ,,,,Y0000,,Mortgage,,",10/05/2004,",,,,  ,M,
Z120430922,H,N00006690,12,A, ,,,,Y0000,,Mortgage,,",10/25/2007,",,,,  ,M,
Z120430923,H,N00006690,12,A, ,Brand Law Group,Brand Law Group,,Y0000,,Legal Bill,,",", ,,,,E ,
Z120430924,H,N00007312,12,A,J,Wells Fargo,Wells Fargo,,F1100,PAC,Line of Credit,,",", ,,,,G ,d
Z110244713,H,N00027848,11,A, ,Bank of America,Bank of America,,F1100,PAC,Mortgage,,",", ,,,,F ,m
Z120430926,H,N00027848,12,A, ,Bank of America,Bank Of America,,F1100,PAC,Mortgage,,",", ,,,,F ,m
Z130020594,H,N00002656,13,O,J,Bank of America,Bank of America,,Y0000,,"Mortgage on residence (Alexandria, VA)",,",08/01/2003,",,,,F ,,
Z120430928,H,N00005818,12,A,J,"Unity Bank, Houston",Unity Bank,,Y0000,,Mortgage on 4018 Charleston,,",02/01/2012,",,,,D ,,
Z120430929,H,N00005818,12,A, ,Wright Pearlman Credit Union,Wright Pearlman Credit Union,,Y0000,,Loan from TSP,,",10/01/2012,",,,,C ,d,
Z130020597,H,N00030071,13,O, ,Merrill Lynch Credit Corp,Merrill Lynch Credit Corp,,Y0000,,Mortgage Washington DC,,",", ,Oct-12,,,F ,m
Z130020598,H,N00030071,13,O, ,Key Bank,Key Bank,,F1000,Name,"Mortgage Cawby, OR",,",", ,Feb-82,,,  ,m
Z130020599,H,N00030071,13,O, ,First Place Bank,First Place Bank,,Y0000,,Mortgage Washington DC,,",", ,Jan-11,,,  ,m
Z130020600,H,N00003473,13,O, ,Citizens National Bank,Citizens National Bank,,Y0000,,Mortgage,,",", ,Feb-09,,,E ,m
Z130020601,H,N00003473,13,O,S,Citizens National Bank,Citizens National Bank,,Y0000,,Personal Loan,,",", ,Apr-10,,,C ,
Z130020602,H,N00003473,13,O,S,American Express,American Express,,F1400,PAC,Charge Account,,",", ,Dec-11,,,C ,
Z130020603,H,N00006263,13,O,J,Chase,Chase,,Y0000,,Mortgage,,",06/01/2009,",Jun-06,,,F ,m,
Z130020604,H,N00006263,13,O,J,Chase,Chase,,Y0000,,Mortgage,,",10/01/2010,",Oct-10,,,E ,m,
Z130020605,H,N00006263,13,O,S,Bank of Idaho,Bank of Idaho,,Y0000,,Mortgage,,",05/01/2009,",May-09,,,C ,,
Z130020606,H,N00031227,13,O, ,Everhome Mortgage,EverHome Mortgage,,Y0000,,Mortgage on Residence/Newburgh IN,,",", ,Jan-13,,,G ,m
Z130020607,H,N00031227,13,O, ,BB&T,BB&T Bank,,F1100,Hvr11,Mortgage on Residence/Washington DC,,",", ,Dec-10,,,E ,m
Z120430941,H,N00029736,12,A, ,Northwest Savings,Northwest Savings,,Y0000,,Home Equity,"Warren, PA",",05/14/2012,",,,,E ,m,
Z120430942,H,N00027860,12,A, ,USAA Mortgage,USAA Mortgage,,Y0000,,Mortgage,,",08/01/2011,",,,,D ,m,
Z130020610,H,N00035282,13,O, ,Bank of America,Bank of America,,Y0000,,Credit Card,,",", ,Aug-11,,,C ,d
Z130020611,H,N00035282,13,O, ,American Education Services,American Education Services,,Y0000,,Student Loan,,",", ,May-01,,,D ,d
Z130020612,H,N00035282,13,O, ,Progressive Ozark Bank,Progressive Ozark Bank,,Y0000,,Mortgage,,",", ,May-08,,,E ,d
Z130020613,H,N00029736,13,A, ,Northwest Savings,Northwest Savings,,Y0000,,Home Equity,"Warren, PA",",05/14/2012,",,,,E ,m,
Z130020614,H,N00035282,13,O, ,Progressive Ozark Bank,Progressive Ozark Bank,,Y0000,,Mortgage,,",", ,Oct-08,,,C ,d
Z130020615,H,N00035282,13,O, ,Progressive Ozark Bank,Progressive Ozark Bank,,Y0000,,Mortgage,,",", ,Nov-08,,,C ,d
Z130020616,H,N00035282,13,O, ,Progressive Ozark Bank,Progressive Ozark Bank,,Y0000,,Revolving Line of Credit,,",", ,Oct-09,,,C ,d
Z130020617,H,N00035282,13,O, ,Town and Country Bank,Town & Country Bank,,Y0000,,Mortgage,,",", ,Jan-10,,,C ,d
Z130020618,H,N00035282,13,O, ,Town and Country Bank,Town & Country Bank,,Y0000,,Mortgage,,",", ,Jul-09,,,C ,d
Z130020619,H,N00035282,13,O, ,Town and Country Bank,Town & Country Bank,,Y0000,,Mortgage,,",", ,Apr-09,,,E ,d
Z130020620,H,N00035282,13,O, ,Town and Country Bank,Town & Country Bank,,Y0000,,Mortgage,,",", ,Jul-09,,,C ,d
Z130020621,H,N00035282,13,O, ,Town and Country Bank,Town & Country Bank,,Y0000,,Mortgage,,",", ,Sep-10,,,C ,d
Z130020622,H,N00035282,13,O, ,Town and Country Bank,Town & Country Bank,,Y0000,,Mortgage,,",", ,May-12,,,C ,d
A080049637,H,N00002492,8,Y,S,Bank of America,Bank of America,,F1100,PAC,Credit Card Debt,,",", ,,,,  , 
A080049638,H,N00002492,8,Y, ,S.C. Bank and Trust of the Piedmont,SC Bank & Trust of the Piedmont,,Y0000,,"Endorsement of Note from Stephen R. McCrae, Jr.",,",", ,,,,E , 
A080049639,H,N00002492,8,Y, ,Bank of York,Bank of York,,Y0000,,Mortgage on Residence,"York, SC",",", ,,,,F , 
A080049785,H,N00003473,8,Y,S,"American Express, Dallas, TX",American Express,,F1400,PAC,Revolving Charge Account,,",", ,,,,C , 
A080049808,H,N00004645,8,Y,J,"Stockman Bank, Billings",Stockman Bank,,F1000,Name,Loan Guarantor,,",", ,,,,H , 
A080049809,H,N00004645,8,Y,J,"Stockman Bank, Billings",Stockman Bank,,F1000,Name,Construction Loan on Rental Property,,",", ,,,,F , 
A080049810,H,N00004645,8,Y,J,Western Security Bank,Western Security Bank,,Y0000,,Ag Loan,,",", ,,,,D , 
A080049910,H,N00027493,8,Y, ,United Bank of Wisconsin,United Bank of Wisconsin,,Y0000,,Mortgage on Property,"Lake Elmo, MN",",", ,,,,G , 
A080049911,H,N00027493,8,Y, ,United Bank of Wisconsin,United Bank of Wisconsin,,Y0000,,Business Loan,,",", ,,,,E , 
A080050011,H,N00027655,8,Y, ,Bank of America,Bank of America,,F1100,PAC,Commercial Line of Credit,,",", ,,,,E , 
A080050012,H,N00027655,8,Y, ,United Community Bank,United Community Banks,,F1000,Name,Commercial Line of Credit,,",", ,,,,D , 
A080050406,H,N00027778,8,Y, ,IndyMac,IndyMac,,Y0000,,Purchase of real property,,",", ,,,,D , 
A080050407,H,N00027778,8,Y,S,Fifth Third Bank,Fifth Third Bank,Fifth Third Bancorp,F1100,Name,Business line of credit,,",", ,,,,F , 
A080050408,H,N00027778,8,Y,J,Bank of America Mastercard,Bank of America MasterCard,,Y0000,,Credit Card,,",", ,,,,B , 
A080050646,H,N00028418,8,Y, ,American Express,American Express,,F1400,PAC,Revolving Charge,,",", ,,,,E , 
A080050647,H,N00028418,8,Y, ,Citibank,Citibank,Citigroup Inc,F1100,Name,Revolving Charge,,",", ,,,,C , 
A080051120,H,N00029127,8,Y, ,"Wells Fargo Corporate Card, Carol Stream, IL",Wells Fargo Corporate Card,,Y0000,,Business Credit Card Paid Monthly,,",", ,,,,B ,d
A080051121,H,N00029127,8,Y, ,"United Mileage Plus, Palatine, IL",United Mileage Plus,,Y0000,,Personal Credit Card Paid Monthly,,",", ,,,,C ,d
A080051122,H,N00029127,8,Y, ,"Merrill Lynch, Los Angeles, CA",Merrill Lynch,,F2100,PAC,Margin Loan (Paid 02/02/2009),,",", ,,,,I ,
A080051123,H,N00029127,8,Y, ,"Etrade Financial, Merrifield, VA",E*Trade Financial,,F2110,PAC,Margin Loan (Paid 03/23/2009),,",", ,,,,E , 
A080051124,H,N00029127,8,Y, ,"Bank of America, Dallas, TX",Bank of America,,F1100,PAC,Personal Credit Card Paid Monthly,,",", ,,,,B ,d
A080051202,H,N00029168,8,Y, ,Banco Popular of Puerto Rico,Banco Popular of Puerto Rico,,Y0000,,Personal Loan,,",", ,,,,E , 
A080051203,H,N00029168,8,Y, ,Banco Popular of Puerto Rico,Banco Popular of Puerto Rico,,Y0000,,Lines Of Credit,,",", ,,,,D , 
A080051204,H,N00029168,8,Y, ,Citibank,Citibank,Citigroup Inc,F1100,Name,Student Loans,,",", ,,,,D , 
A080051205,H,N00029168,8,Y,J,Citi Master Card,Citi Mastercard,,Y0000,,Credit Card,,",", ,,,,B , 
A080051216,H,N00029632,8,Y, ,Citizens National Bank,Citizens National Bank,,F1100,Dun95,Mortgage,"Pearl, MS",",", ,,,,F , 
A080051217,H,N00029632,8,Y, ,BancorpSouth Bank,BancorpSouth Bank,BancorpSouth,F1100,PAC,Business Loan,,",", ,,,,C , 
A080051218,H,N00029632,8,Y, ,Citizens National Bank,Citizens National Bank,,F1100,Dun95,Business Loan,,",", ,,,,C , 
A080052026,H,N00030682,8,Y, ,"Glens Falls National Bank, Glens Falls, NY",Glens Falls National Bank Glens Falls NY,,Y0000,,Mortgage,"Glens Falls, NY",",", ,,,,F , 
A080052027,H,N00030682,8,Y, ,"Sallie Mae Inc., Wilkes Barre, PA",Sallie Mae,SLM Corp,F1410,PAC,Student Loan,,",", ,,,,C , 
A080052028,H,N00030682,8,Y, ,"Advantage Capital Management Corp, New Orleans, LA",Advantage Capital Management Corp,,Y0000,,Promissory Note,,",", ,,,,E , 
A080052029,H,N00030682,8,Y, ,"Eugene & Alene Murphy, Sedalia, MO",Eugene & Alene,,Y0000,,Promissory Note,,",", ,,,,E , 
A080052030,H,N00030682,8,Y, ,Citibank Upromise,Citibank Upromise,,Y0000,,Revolving Charge,,",", ,,,,B , 
A080052313,H,N00013799,8,Y, ,Bank of America,Bank of America,,F1100,PAC,Mtg.,"Ches, VA",",", ,,,,G , 
A080052314,H,N00013799,8,Y, ,Suntrust Bank,SunTrust Banks,SunTrust Banks,F1100,PAC,Boat Loan,,",", ,,,,D , 
A080052315,H,N00013799,8,Y, ,Wells Fargo,Wells Fargo,,F1100,PAC,Mtg.,"Dare Co, NC",",", ,,,,E , 
A080052316,H,N00013799,8,Y, ,Wells Fargo,Wells Fargo,,F1100,PAC,Mts.,"Ches, VA",",", ,,,,E , 
A080052317,H,N00013799,8,Y, ,SP Gateway Bank,SP Gateway Bank,,Y0000,,Line of Credit (Paid),,",", ,,,,C ,d
A080052318,H,N00013799,8,Y, ,Congressional Federal Credit Union,Congressional Federal Credit Union,,Y0000,,Line of Credit,,",", ,,,,C , 
A080052606,H,N00024760,8,Y, ,"United Community Bank, Marietta, GA",United Community Banks,,F1000,Name,Home equity line of credit,,",", ,,,,C , 
A080052607,H,N00024760,8,Y, ,"Silverton Bank, Atlanta, GA",Silverton Bank,,Y0000,,"Stock loan, Bank of Ellijay Stock",,",", ,,,,E , 
A080052608,H,N00024760,8,Y, ,"Acadia Federal Savings & Loan, Falls Church, VA",Acadia Federal Savings & Loan,,Y0000,,Mortgage,"Washington, DC",",", ,,,,F , 
A080052609,H,N00024760,8,Y, ,"Community Bank of the South, Marietta, GA",Community Bank of the South,,F1000,Name,Mortgage on Office Building,"Marietta, GA",",", ,,,,F , 
A080052610,H,N00024760,8,Y, ,"United Community Bank, Marietta, GA",United Community Banks,,F1000,Name,Home equity line of credit,,",", ,,,,B , 
A080052611,H,N00024760,8,Y, ,"Citibank Commercial Real Estate, San Francisco, CA",Citibank Commercial Real Estate,,Y0000,,Mortgage on Rental Apartments,"Marietta, GA",",", ,,,,C , 
A080052620,H,N00024870,8,Y, ,"Nelnet, Colorado",NelNet Inc,,Y0000,,Student Loan,,",", ,,,,C , 
A080052696,H,N00025284,8,Y, ,Wright Patman Credit Union,Wright Patman Congressional FCU,,F1300,Name,Credit Card,,",", ,,,,C , 
A080052697,H,N00025284,8,Y,J,Wells Fargo,Wells Fargo,,F1100,PAC,Mortgage on DC Residence,,",", ,,,,F , 
A080052698,H,N00025284,8,Y,J,Citibank,Citibank,Citigroup Inc,F1100,Name,Home Equity Loan,,",", ,,,,C , 
A080052711,H,N00026106,8,Y,J,Wachovia Bank N.A.,Wachovia Bank,Wachovia Corp,F1000,Name,Revolving charge a/c,,",", ,,,,C , 
A080052712,H,N00026106,8,Y,J,Independent Bankers Bank,Independent Bankers Bank,,F1000,Name,Personal Loan,,",", ,,,,E , 
A080052721,H,N00026163,8,Y,S,"Bank of Coweta, GA",Bank of Coweta,,Y0000,,"Mortgage on Glengrove Development, Inc. Lots in Hamilton Lakes Subdivision - (at 50% ownership)","LaGrange, GA",",", ,,,,E , 
A080052722,H,N00026163,8,Y,S,"Bank of Coweta, GA",Bank of Coweta,,Y0000,,"Mortgage on 165 Partners LLC, acreage (at 20% ownership)","Russell Co, AL",",", ,,,,H , 
A080056561,H,N00026710,8,Y,J,Chase Bank Dallas,Chase Bank,JPMorgan Chase & Co,F1100,webMS,Line of Credit,,",", ,,,,D , 
A080056562,H,N00026710,8,Y,J,"View Point Bank Carrollton, TX",View Point Bank,,F1000,Name,Line of Credit,,",", ,,,,F , 
A080056563,H,N00026710,8,Y, ,Bonita - Lone Star Land Bank Texas Marken (Assumed by Bonita),Lone Star Land Bank,,F1000,Name,Mortgage 2200 Acres,"Cooke Co, TX",",", ,,,,H , 
A080056564,H,N00026710,8,Y,J,All credit card balances pd in full each month,,,Y0000,,Credit Card/All credit card balances pd in full each month,,",", ,,,,B ,d
A080056565,H,N00026710,8,Y, ,MKN - North Dallas Bank,Marken/North Dallas Bank,,Y0000,,Line of Credit,,",", ,,,,G , 
A080056566,H,N00026710,8,Y, ,"Bonita - Lone Star Land Bank Texas Bonita - 500 Acres Montague County, TX",Lone Star Land Bank,,F1000,Name,Mortgage,,",", ,,,,H , 
A080056680,H,N00000133,8,A, ,"Virgin Islands Community Bank St. Croix, VI",Virgin Islands Community Bank,,Y0000,,Mortgage,"St Croix, VI",",", ,,,,E , 
A080056681,H,N00000133,8,A, ,"First Bank St. Croix, VI",First Bank St Croix VI,,Y0000,,Mortgage,"St Croix, VI",",", ,,,,C , 
A080056682,H,N00000133,8,A, ,Government of the US Virgin Islands,Government of the US Virgin Islands,,Y0000,,Property Taxes,,",", ,,,,  , 
A080056687,S,N00000036,8,Y, ,US Bank of Madison,US Bank of Madison,,Y0000,,Second Mortgage Loan (on personal residence),"Madison, WI",",", ,2006,5 yrs,3 1/4,3, 
A080056829,H,N00000078,8,Y, ,"Citibank, N.A.",Citibank,Citigroup Inc,F1100,Name,Mortgage,"New York, NY",",", ,,,,F , 
A080056830,H,N00000078,8,Y, ,Wells Fargo Home Mortgage,Wells Fargo Home Mortgage,Wells Fargo,F4600,WebDW,Mortgage,"New Canaan, CT",",", ,,,,F , 
A080056831,H,N00000078,8,Y, ,Citi Mortgage,CitiMortgage Inc,Citigroup Inc,F4600,Name,Mortgage,"Washington, DC",",", ,,,,G , 
A080056832,H,N00000078,8,Y, ,Cardinal Bank,Cardinal Bank,,F1000,Name,Mortgage,"Arlington, VA",",", ,,,,F , 
B070001750,H,N00000078,7,Y, ,Estate of Ralph G. Bosher,Estate of Ralph G Bosher,,Y0000,,Real Estate Loan,,",", ,,,,F , 
B070001751,H,N00000078,7,Y, ,"RGB, inc R.G. Bosher Irrevocable life ins. Trust",RGB Inc,,Y0000,,Real Estate and acquisition loan,,",", ,,,,G , 
B070001766,H,N00000133,7,Y, ,"VI Community Bank, St. Croix, VI",VI Community Bank,,Y0000,,Mortgage,Richmond,",", ,,,,E , 
B070001767,H,N00000133,7,Y, ,"First Bank, St. Croix, Virgin Islands",FirstBank,,F1100,Hvr08,Mortgage,Questa Vde,",", ,,,,C , 
B070001829,H,N00000179,7,Y,J,"Country Mortgage, Calabasas, CA",Countrywide Mortgage,Countrywide Financial,F4600,Name,"1225 Massachusetts Ave., SE","Washington, DC",",", ,,,,F , 
B070003651,S,N00000245,7,Y,S,Mellon Bank NA,Mellon Bank,,F1000,Name,Promissory Notes,"Pittsburgh, PA",",", ,1993,,Prime/Fed plus 170bp,7, 
B070003652,S,N00000245,7,Y,S,TH Loans from Marital Trust,TH Loans from Marital Trust,,Y0000,,Promissory Notes,"Pittsburgh, PA",",", ,1995,,N/A,5, 
B070003653,S,N00000245,7,Y,S,H.J. Heinz III Marital Trust Mellon Bank NA,HJ Heinz III Marital Trust Mellon Bank,,Y0000,,Contractual Agreement,"Pittsburgh, PA",",", ,2005,,6.28%,7, 
B070003654,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Blackstone Capital Partners III,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"New York, NY",",", ,1997,,N/A,4, 
B070003655,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Thomas H Lee Equity IV,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"Boston, MA",",", ,1998,,N/A,5, 
B070003656,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Lexington Capital Part II LP,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"New York, NY",",", ,1998,,N/A,3, 
B070003657,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Spectrum Equity Investment III LP,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"Menlo Park, CA",",", ,1998,,N/A,2, 
B070003658,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Summit Subordinated Debt Fund II LP,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"Boston, MA",",", ,1997,,N/A,5, 
B070003659,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Natural Gas Partners VI LP,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"Greenwich, CT",",", ,1999,,N/A,5, 
B070003660,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Dover Street IV LP,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"Boston, MA",",", ,2001,,N/A,5, 
B070003661,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Communications Ventures IV LP,Comventures IV LP,,Y0000,,Contractual Agreement,"Palo Alto, CA",",", ,1999,,N/A,4, 
B070003662,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Sevin Rosen Fd VII,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"Dallas, TX",",", ,1999,,N/A,3, 
B070003663,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Summit Ventures V LP,Summit Ventures V LP,,Y0000,,Contractual Agreement,"Boston, MA",",", ,1998,,N/A,4, 
B070003664,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Polaris Venture Ptrn IV,Polaris Venture Partners IV LP,,F2500,WebDA,Contractual Agreement,"Waltham, MA",",", ,2002,,N/A,5, 
B070003665,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Polaris Venture Ptrn III,Polaris Venture Partners III LP,,F2500,WebDA,Contractual Agreement,"Waltham, MA",",", ,2000,,N/A,4, 
B070003666,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Arch Venture FD V LP,Arch Venture Fund V LP,,F2600,Name,Contractual Agreement,"Chicago, IL",",", ,2000,,N/A,4, 
B070003667,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Spectrum Equity Investors IV LP,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"Menlo Park, CA",",", ,2000,,N/A,5, 
B070003668,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Salix Ventures II LP,Salix Ventures II LP,,Y0000,,Contractual Agreement,"Nashville, TN",",", ,2000,,N/A,5, 
B070003669,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Bain Capital Fund VII LP,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"Boston, MA",",", ,2000,,N/A,2, 
B070003670,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) DLJ Merchant Bkg Part III,Heinz Family Cmmngled Alternative Invest,,Y0000,,Contractual Agreement,"New York, NY",",", ,2007,,N/A,6, 
B070003671,S,N00000245,7,Y,S,Heinz Family Commingled Alternative Investment Funds (4) Communications Ventures V,Comventures V LP,,Y0000,,Contractual Agreement,"Palo Alto, CA",",", ,2000,,N/A,3, 
C001491,H,N00004484,4,Y, ,"Bank of The West, Fargo, North Dakota",Bank of the West,,F1100,Name,Mortgage on North Dakota Farm Property (Della Mae Ramstad Trust),,",", ,,,,G , 
C001531,H,N00004558,4,Y, ,"Peterson Fox, Inc. 50% ownership",Peterson Fox Inc,,Y0000,,Demand Loan Created When Stock Issued 010190,,",", ,,,,C , 
D000707,H,N00009604,4,Y,J,Bank United of Texas,Bank United Of Texas,,Y0000,,Mortgage on 4112-15 Arbor Vitae,,",", ,,,,D ,d
D000827,H,N00009771,4,Y,S,Smith Barney,Smith Barney,Citigroup Inc,F2100,Hvr04,Margin Loan,,",", ,,,,E , 
D000869,H,N00009818,4,Y,J,Central National Bank,Central National Bank,,F1100,Name,Mortgage on 3466 Legendary,"Las Vegas, NV",",", ,,,,C , 
D000870,H,N00009818,4,Y,J,Pentagon Federal Credit Union,Pentagon Federal Credit Union,,F1300,Name,Mortgage on 150 D St SE,"Washington, DC",",", ,,,,F , 
D000871,H,N00009818,4,Y,J,AT&T MasterCard,AT&T MasterCard,,Y0000,,Credit Card,,",", ,,,,C , 
D000897,H,N00009824,4,Y,S,"Washington Mutual Bank, Milwaukee, WI and George Reinmiller",Washington Mutual Bank,,F1100,Name,Home equity loan on rental property to Capitol Hill Kitchens,"Portland, OR",",", ,,,,C , 
D000898,H,N00009824,4,Y,S,"Washington Mutual Bank, Milwaukee, WI",Washington Mutual Bank,,F1100,Name,Mortgage on rental property,"Portland, OR",",", ,,,,D , 
D000929,H,N00009829,4,Y, ,Kirkland & Ellis,Kirkland & Ellis,,K1200,PAC,Legal Fees,"Chicago, IL",",", ,,,,C , 
D001076,H,N00012890,4,Y, ,Busey Bank,Busey Bank,,F1000,Name,Mortgage on 406 Colorado,"Urbana, IL",",", ,,,,D , 
D001077,H,N00012890,4,Y, ,Busey Bank,Busey Bank,,F1000,Name,Auto Loan,,",", ,,,,C , 
D001078,H,N00012890,4,Y, ,Busey Bank,Busey Bank,,F1000,Name,Home Improvement,,",", ,,,,C , 
D001098,H,N00013078,4,Y,J,Chesapeake Bank,Chesapeake Bank,,Y0000,,Mortgage on Rental Properties,"Gloucester, VA",",", ,,,,F , 
D001099,H,N00013078,4,Y, ,Bank of America Delaware,Bank of America,,F1100,PAC,,"Norfolk, VA",",", ,,,,B , 
D001100,H,N00013078,4,Y, ,MBNA,MBNA Corp,,F1400,PAC,,"Wilmington, DE",",", ,,,,C , 
D001101,H,N00013078,4,Y, ,American Express,American Express,,F1400,PAC,Credit Card,,",", ,,,,C , 
D001348,H,N00013770,4,Y,J,Bank of America Visa,Bank of America/Visa,,Y0000,,Revolving Charge Card,,",", ,,,,C , 
E000008,H,N00003042,4,Y, ,Regions Mortgage,Regions Mortgage,,F4600,Name,Mortgage On: 524 Skyline Shores,"Huntsville, AL",",", ,,,,E , 
E000372,S,N00003147,4,Y, ,Suntrust Bank (held in W. H. Frist Blind Trust),WH Frist Blind Trust,,Y0000,,Collateralized Line of Credit,"Nashville, TN",",", ,2002,N/A,2.65%-3.56%,8, 
E000525,H,N00003264,4,Y, ,Diversified Construction Company which is owned by the Member has a open line of credit secured by R,Diversified Construction Co,,B1500,Name,,,",", ,,,,  ,d
E000538,H,N00003341,4,Y, ,"Charles W. Pickering, Sr (assumption of 50% of liability to AMSouth Bank)",Charles W Pickering Sr,,Y0000,,Personal loan for investment purposes,,",", ,,,,E , 
E000543,H,N00003350,4,Y,J,Hancook Bank,Hancook Bank,,Y0000,,personal loan,,",", ,,,,C , 
E000686,S,N00003437,4,Y, ,Citizens Bank,Citizens Financial Group,,F1100,PAC,Line of Credit,"Newport, KY",",", ,2001,6 years,Prime,3, 
E000709,H,N00003476,4,Y,J,First Federal Savings Bank,First Federal Savings Bank,,F1200,Name,Mortgage on rental property/Mockingbird Drive,"Radcliff, KY",",", ,,,,C , 
E000724,H,N00003504,4,Y, ,Sky Bank,Sky Bank,,F1000,Name,Mortgage,"Cols, OH",",", ,,,,C , 
E000725,H,N00003504,4,Y, ,Bank of America,Bank of America,,F1100,PAC,Mortgage,,",", ,,,,F , 
E000751,H,N00003522,4,Y, ,Northern Ohio Investment Company,Northern Ohio Investment Co,,Y0000,,Mortgage,"Toledo, OH",",", ,,,,C , 
E000752,H,N00003522,4,Y, ,Northern Ohio Investment Company,Northern Ohio Investment Co,,Y0000,,Mortgage,"Toledo, OH",",", ,,,,D , 
E000753,H,N00003522,4,Y, ,Sky Bank,Sky Bank,,F1000,Name,Home equity line,"Toledo, OH",",", ,,,,C , 
